Job Title,Salary Estimate,Rating,Company Name,Location,Job Description,Size,Founded,Type of ownership,Industry,Sector,Revenue,hourly,min_salary,max_salary,avg_salary,company_txt,job_state,remote_jobs,age,python,spark,aws,excel,sql,Tableau
Data Scientist,$88K - $127K (Glassdoor est.),3.8,"Health Alliance Plan
3.8","Southfield, MI","Responsible for working with business users to fully understand their needs for data science solutions; work with a variety of data sources, both internal and external, as well as structured and unstructured formats, to build analytic models utilizing machine learning techniques; perform deep dive analytics, ad hoc reporting, report automation, fee schedule processing, and dashboard creation/maintenance; partner with the IT group to ensure that the data is sourced from the right location for data science model building; develop ETL pipelines for model training, evaluation and deployment; develop and code data science programs, algorithms, and automated processes to cleanse, integrate and evaluate large datasets from multiple disparate sources; interact with data engineers, business analysts and others to ensure data solutions address full needs; leverage appropriate data science techniques to drive the creation of insights from data; combine data extraction, preparation, and data cleansing with model training and evaluation using Pandas and Alteryx; develop and code data science programs, algorithms and automated processes to cleanse, integrate and evaluate large datasets from multiple disparate sources; use GitHub and similar version control system to maintain source code; interpret and communicate insights and findings from analysis and experiments for a multi-department audience using Data Visualization tools including Power BI and Tableau; utilize MS Access, MS Excel, T-SQL, Oracle SQL, Python, R, healthcare data analytics, quantitative statistical analysis, baseline/trend analysis, qualitative statistical analysis and health economics to perform duties; access data from internal databases and sources, including warehoused and pre-modeled data; server as the Tableau Subject Matter Expert (SME); accountable for the development and production support of interactive data visualizations; perform Tableau server administration for users and user groups; refresh scheduling via Server and TSC; develop dynamic websites with Microsoft SharePoint, as well as automatic registration systems with Microsoft Powerplatformp; use advanced knowledge of data warehousing and data mining principles including DataMart design, fact tables, dimension tables, data views and star schema to complete assigned tasks; stay current on data science and analytics tools, techniques, and practices; and work in an Agile/Scrum environment to write clean, reliable, and testable code that supports rapid delivery via CICD and automated deployments.",1001 to 5000 Employees,1956,Company - Private,Insurance Carriers,Insurance,$1 to $5 billion (USD),0,88.0,127.0,107.5,"Health Alliance Plan
", MI,0,67,1,0,0,1,1,1
Sports Data Scientist,$90K - $190K,5.0,"Swish Analytics
5.0",Remote,"Company Description
Swish Analytics is a sports analytics, betting and fantasy startup building the next generation of predictive sports analytics data products. We believe that oddsmaking is a challenge rooted in engineering, mathematics, and sports betting expertise; not intuition. We're looking for team-oriented individuals with an authentic passion for accurate and predictive real-time data who can execute in a fast-paced, creative, and continually-evolving environment without sacrificing technical excellence. Our challenges are unique, so we hope you are comfortable in uncharted territory and passionate about building systems to support products across a variety of industries and consumer/enterprise clients.
Job Description
Swish Analytics is looking for a Data Scientist to join our ever-growing team! Data Science is at the core of our business, so this team has true ownership and impact over developing core components of Swish's data products. We're hiring a Data Scientist to support our Sports Data Models",1 to 50 Employees,2014,Company - Private,Gambling,"Arts, Entertainment & Recreation",Unknown / Non-Applicable,0,90.0,190.0,140.0,"Swish Analytics
",-1,1,9,0,0,0,1,0,0
Staff Data Scientist - Deep Learning,$139K - $209K,4.3,"GE Healthcare
4.3","San Ramon, CA","Job Description Summary
The Staff Data Scientist will work in teams addressing statistical, machine learning and data understanding problems in a commercial technology and consultancy development environment. In this role, you will contribute to the development and deployment of modern machine learning, operational research, semantic analysis, and statistical methods for finding structure in large data sets.

GE Healthcare is a leading global medical technology and digital solutions innovator. Our Digital organization is structured around three major areas: Products & Platform, Go to Market and Centers of Excellence.

GE HealthCare is a leading global medical technology and digital solutions innovator. Our purpose is to create a world where healthcare has no limits. Unlock your ambition, turn ideas into world-changing realities, and join an organization where every voice makes a difference, and every difference builds a healthier world.",10000+ Employees,1892,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),0,139.0,209.0,174.0,"GE Healthcare
", CA,0,131,0,0,0,1,0,0
Data Scientist,$130K,5.0,"Ntropy Network
5.0","New York, NY","Over the last few decades, technological innovation has relied on democratizing some of its key ingredients: knowledge (open publishing platforms), algorithms (code repositories) and computing (cloud providers). However, the last key component, data, largely remains trapped behind barriers of regulation, privacy, schema standards and competitive risk. Enabling scalable access to data will unlock enormous value for both individual developers and companies. This has only been made possible in the last few years, through advances in manifold learning algorithms and privacy-preserving computing. See our blog for more details.

One of the most valuable kinds of data today is in the financial sector. Financial data plays a key role across many industry verticals. However, it has notoriously been locked behind regulatory barriers and a lack of format standards. Our end product is an API that makes financial transactions accessible to both humans and machine-learning models, in a scalable and privacy-preserving way.

We
- come from various fields - engineering, mathematics, physics and arts.",1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,0,130.0,-1.0,130.0,"Ntropy Network
", NY,0,-1,0,0,0,0,0,0
"Senior Data Scientist, Machine Learning (NLP)",$140K - $189K (Glassdoor est.),3.4,"Discord
3.4","San Francisco, CA","Discord is looking for experienced and passionate Machine Learning Data Scientists to join our Data Science team! You'll use your expertise in machine learning to help Discord achieve our mission of providing people with belonging in online communities. If you’re passionate about data, growth, and working on an amazing team, read on and check out our blog about how our team informs strategy &amp; innovation at Discord here! What you'll be doing Apply state-of-the-art machine learning techniques to provide a deeper understanding of users, communities, and our product Build predictive models on massive data sets to support high impact company projects Brainstorm, communicate, and partner directly with product, engineering, and business teams to improve decision-making and drive impact Collaborate with data and engineering teams to design scalable primitives and inform our technical infrastructure What you should have 4+ years of industry experience in developing and productionizing applied machine learning for solving business problems Expertise and experiences in both supervised and unsupervised learning Expertise and experiences in neural networks or reinforcement learning Expertise and experiences in modern NLP, large language models or generative AI Masters, PhD, or equivalent experience in a quantitative area such as Computer Science, Applied Stats, Math, Astrophysics Proficiency with Python Knowledge of SQL Experience working with machine learning frameworks such as TensorFlow, PyTorch, Spark ML, scikit-learn, or related frameworks Curious, passion for learning, self-motivated, and excited about solving open-ended challenges. The ability to explain complex findings and technical approaches to a variety of audiences Desire to work with amazing, passionate all kinds of partners who care about solving challenging problems to improve Discord for its users Last but not least - a collaborative attitude and natural curiosity! Bonus Points Expertise and experiences in explainable and trustworthy ML/AI The US base salary range for this full-time position is $204,000 to $235,000 + equity + benefits. Our salary ranges are determined by role and level. Within the range, individual pay is determined by additional factors, including job-related skills, experience, and relevant education or training. Please note that the compensation details listed in US role postings reflect the base salary only, and do not include equity, or benefits. Benefits and Perks Comprehensive medical insurance including Health, Dental and Vision (plus up to $20,000 for gender affirmation procedures) Mental health resources and quarterly wellness stipends 16+ paid holidays, 4 weeks of PTO + use-what-you-need sick days Paid parental leave (plus fertility, adoption and other family planning benefits) Flexible long-term work options (remote and hybrid) Volunteer time off A diverse slate of Employee Resource Groups Plus commuter contributions and other perks for office-based employees About Us Discord is a voice, video and text app that helps friends and communities come together to hang out and explore their interests — from artists and activists, to study groups, sneakerheads, plant parents, and more. With 150 million monthly users across 19 million active communities, called servers, Discord has grown to become one of the most popular communications services in the world. Discord was built without selling ads or user data and instead, offers a premium subscription called Nitro that gives users special perks like higher quality streams and fun customizations. We’re working toward an inclusive world where no one feels like an outsider, where genuine human connection is a click, text chat, or voice call away. A place where everyone can find belonging. Challenging? Heck yes. Rewarding? Double heck yes. It’s a mission that gives us the chance to positively impact millions of people all over the world. So if this strikes a chord with you, come build belonging with us!",501 to 1000 Employees,2015,Company - Private,Internet & Web Services,Information Technology,$25 to $100 million (USD),0,140.0,189.0,164.5,"Discord
", CA,0,8,1,1,0,0,1,0
Data Scientist III,$171K,3.9,"Uber Freight
3.9","San Francisco, CA","Job ID: DATAS010226
Position Title: Data Scientist III
Company/Employer: Uber Freight US LLC
Worksite Location: 1725 3rd Street, San Francisco, CA 94158

JOB DUTIES AND RESPONSIBILITIES:
Perform exploratory data analysis, statistical analysis, and machine learning model development in a production environment;",10000+ Employees,2009,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),0,171.0,-1.0,171.0,"Uber Freight
", CA,0,14,0,0,0,0,0,0
Data Scientist,$123K - $169K,4.1,"Salesforce
4.1","Bellevue, WA","To get the best candidate experience, please consider applying for a maximum of 3 roles within 12 months to ensure you are not duplicating efforts.
Job Category
Data
Job Details
Salesforce Inc. seeks Data Scientist in Bellevue WA:
Job Duties : Conduct thorough advanced analyses of datasets of moderate to large size. Render results of data analyses through advanced visualization and tabular reports. Contribute to the implementation of models, experiments and metrics that underpin the development of any data-driven product. Work closely with fellow Data Scientists to ensure analyses, models, experiments, features are delivered to meet business and quality requirements. Provide input on product, process, and team direction. Adhere to the standards of quality set for the team and keep abreast of evolving technologies. ˆAbove address additionally encompasses the following Salesforce locations in the Seattle area: 1621 North 34th Street, Seattle, WA 98103, 744 N. 34th St. Seattle, WA 98103, 1000 N. Northlake Way, Seattle, WA 98103, and 400 Urban Plaza, Suite 700 Kirkland, WA 98033. The permanent position may be offered at any of these locations in the Seattle area.",10000+ Employees,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),0,123.0,169.0,146.0,"Salesforce
", WA,0,24,0,0,0,0,0,0
Junior Data Scientist,$80K - $100K,3.2,"Club Quarters
3.2","Stamford, CT","Club Quarters Application- US

Junior Data Scientist
The Junior Data Scientist is a talented, creative, and motivated data scientist who loves data. The role is supporting our organization with data research and transformation for analytics. This individual will be responsible for ensuring data availability in a timely manner and data accuracy from many disparate systems for reporting and statistical analysis.

MAJOR DUTIES AND RESPONSIBILITIES
•
Build and maintain systems and processes by which we can review and verify the integrity and quality of our data before sharing with internal and external parties
Monitor real-time incoming data to detect anomalies and identify ways to improve our data collection and monitoring systems
REQUIRED QUALIFICATIONS
•
EDUCATION AND EXPERIENCE
KEY RELATIONSHIPS",501 to 1000 Employees,-1,Company - Private,Hotels & Resorts,Hotels & Travel Accommodation,Unknown / Non-Applicable,0,80.0,100.0,90.0,"Club Quarters
", CT,0,-1,0,0,0,0,0,0
Jr Data Scientist,$76K - $105K (Glassdoor est.),3.9,"Veracity Software
3.9","Iselin, NJ","Job Description :
Data Scientist will join a team responsible for developing advanced analytics products.
Applying data visualization and statistical programming tools to enterprise data to advance and enable the key mission outcomes.
In this role, you will support all phases of analytic work product development, from the identification of key business questions, through data collection, from performing analyses and using a wide range of statistical, machine learning, and applied mathematical techniques to delivery insights to decision-makers.
Experience : 1 – 2 Years
Mandatory Skills And Qualifications :",51 to 200 Employees,2010,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,0,76.0,105.0,90.5,"Veracity Software
", NJ,0,13,0,0,0,0,0,0
Associate Data Scientist,$66K - $108K,3.9,"Northwell Health
3.9","Manhasset, NY","Job Description
Assists the leadership to advance data science strategy and programs; works collaboratively with both Information Technology members and the clinical community to evaluate and implement data science projects, systems and initiatives at both the department and the enterprise level.
Job Responsibility
Assists to design, implement, and maintain data science models and applications.
Assists on programs to apply data science methodologies, including predictive modeling and machine learning, data analytics and visualization, and usability and design, to departmental, service line, and enterprise applications and functions.
Synthesizes complex data-related problems into actionable business and/or clinical strategy, and communicate findings to appropriate end-users and stakeholders.",10000+ Employees,1997,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),0,66.0,108.0,87.0,"Northwell Health
", NY,0,26,0,0,0,0,0,0
"Data Scientist, NLP",$127K - $180K (Glassdoor est.),3.6,"Fetch
3.6","Madison, WI","What we're building and why we're building it.
There's a reason Fetch is ranked top 10 in Shopping in the App Store. Every day, millions of people earn Fetch Points buying brands they love. From the grocery aisle to the drive-through, Fetch makes saving money fun. We're more than just a build-first tech unicorn. We're a revolutionary shopping platform where brands and consumers come together for a loyalty-driving, points-exploding, money-saving party.
Join a fast-growing, founder-led technology company that's still only in its early innings. Ranked one of America's Best Startup Employers by Forbes two years in a row, Fetch is building a people-first culture rooted in trust and accountability. How do we do it? By empowering employees to think big, challenge ideas, and find new ways to bring the fun to Fetch. So what are you waiting for? Apply to join our rocketship today!
Fetch is an equal employment opportunity employer.",501 to 1000 Employees,2013,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,0,127.0,180.0,153.5,"Fetch
", WI,0,10,0,0,0,0,0,0
Data Scientist I or II - Card Fraud Analytics,$88K - $122K (Glassdoor est.),3.5,"Truist Bank
3.5","Charlotte, NC","The position is described below. If you want to apply, click the Apply Now button at the top or bottom of this page. After you click Apply Now and complete your application, you'll be invited to create a profile, which will let you see your application status and any communications. If you already have a profile with us, you can log in to check status.
Need Help?
If you have a disability and need assistance with the application, you can request a reasonable accommodation. Send an email to Accessibility (accommodation requests only; other inquiries won't receive a response).
Regular or Temporary:
Regular
1st shift (United States of America)
Job Profile Summary
Perform sophisticated analytics (statistical and predictive analytics, machine learning modeling, etc.) to provide actionable insights that improve business outcomes and minimize risk and also provide consultation to business leaders and other stakeholders on how to leverage analytics insights and build strategies around analytics.",10000+ Employees,2019,Company - Public,Banking & Lending,Financial Services,$5 to $10 billion (USD),0,88.0,122.0,105.0,"Truist Bank
", NC,0,4,0,0,0,0,0,0
Associate Data Scientist,$65K - $131K,4.1,"Tencent
4.1","Palo Alto, CA","Work Mode:
Onsite
Responsibilities:
About Tencent
Tencent is a world-leading internet and technology company that develops innovative products and services to improve the quality of life of people around the world. Founded in 1998 with its headquarters in Shenzhen China, our guiding principle is to use technology for good.
We are not only a major video game publisher in the world, we also produce other high-quality digital content, enriching interactive entertainment experiences for people around the globe. We offer a range of services such as cloud computing, advertising, FinTech, and other enterprise services to support our clients' digital transformation and business growth.
About IEG
Interactive Entertainment Group (IEG) is responsible for the R&D, operation, and development of the company's interactive entertainment business including games and eSports. Through online gaming, live broadcasts, and offline eSports, IEG assists the company in leading the global interactive entertainment market to create better interactive entertainment content experiences for users.






California
The base pay range for this position in the state(s) above is $65,450 to $130,900 per year. Actual pay is based on market location and may vary depending on job-related knowledge, skills, and experience. A sign on payment, relocation package, and restricted stock units may be provided as part of the compensation package, as well as other medical, financial, and/or other benefits, dependent on the specific position offered.",10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,0,65.0,131.0,98.0,"Tencent
", CA,0,25,0,0,0,0,0,0
Data Scientist,$90K - $100K,4.2,"Midtown Home Improvements
4.2","Wentzville, MO","Midtown Home Improvements is Hiring!
Join our team as a Data Scientist and make an impact through cutting-edge AI and machine learning!
Key Responsibilities:
Analyze data to derive valuable insights and solve business challenges.
Develop machine learning models for predictive analysis and decision-making.
Work on innovative AI projects to enhance automation and efficiency.
Required Skills:
Bachelor's/Master's in Data Science, Computer Science, or related field.",51 to 200 Employees,1990,Private Practice / Firm,Construction,"Construction, Repair & Maintenance Services",$25 to $100 million (USD),0,90.0,100.0,95.0,"Midtown Home Improvements
", MO,0,33,0,0,0,0,0,0
DATA SCIENTIST,$82K - $139K,3.2,"Durham County
3.2","Durham, NC","Durham County Government employs approximately 1,900 employees that work towards providing needed services throughout the community. With a wide array of services, Durham County Government is at the heart of a rapidly growing and diverse area offering residents, employees and visitors exciting opportunities to live, work, grow and play.

DEPARTMENT:
Office of Emergency Services

DATE POSTED:
July 5, 2023",51 to 200 Employees,-1,Government,Municipal Agencies,Government & Public Administration,$1 to $5 million (USD),0,82.0,139.0,110.5,"Durham County
", NC,0,-1,0,0,0,0,0,0
USARPAC Data Scientist (Data Scientist 1)- 15568,$73K - $125K (Glassdoor est.),3.6,"HII
3.6","Fort Shafter, HI","Date: Jul 19, 2023
Location: Fort Shafter, HI, Hawaii, United States
Company: HII's Mission Technologies division
Requisition Number: 15568
Required Travel: 0 - 10%
Employment Type: Full Time/Salaried/Exempt
Hours Per Week: 40
Security Clearance: Ability to Obtain",10000+ Employees,2011,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,0,73.0,125.0,99.0,"HII
", HI,0,12,0,0,0,0,0,0
Data Scientist,$70K - $105K,3.5,"Denver Health
3.5","Denver, CO","We are recruiting for a Data Scientist to join our team!

We are here for life’s journey.
Where is your life journey taking you?

Being the heartbeat of Denver means our heart reflects something bigger than ourselves, something that connects us all:

Humanity in action, Triumph in hardship, Transformation in health.
Department
Public Health Administration
Job Summary

Under minimal supervision, supports data needs of investigators in the assigned Department(s) for the purposes of research, quality improvement, grant and contract deliverables and publication. Coordinates and performs duties
related to data acquisition and analysis for multiple projects simultaneously. Responsible for querying and managing data using
Epic reporting tools, SQL Server, and SAS software suite or SPSS. Provides assistance in creating and refining research
methodologies and works closely with investigators to design analytical plans and perform statistical analysis. Prepares tables,
graphs and descriptive summaries of data for presentations, progress reports, grant applications and manuscripts.
Requires strong organizational skills to set priorities and ability to work with high degree of accuracy and attention to details
while responding to tight deadlines and multiple priorities and demands. Demonstrates skill in utilizing principles and practices
of effective and persuasive communication to elicit and/or present explanatory or interpretive information in an organized,
concise manner.






Days (United States of America)
Regular
$69,900.00 - $104,900.00 / yr",5001 to 10000 Employees,1860,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$100 to $500 million (USD),0,70.0,105.0,87.5,"Denver Health
", CO,0,163,0,0,0,0,1,0
Data Scientist,$150K - $200K,4.3,"Neuberger Berman
4.3","New York, NY","Summary:
We are looking for a junior- to mid-level hands-on Data Scientist to work on large-scale data analytic capabilities and extract insights from structured and unstructured data. The primary focus will be in applying/developing data mining, machine learning and statistical techniques, conducting R&D on data science-integrated investment insights, and building high quality data-driven research and investment. This person will regularly engage in deep scientific research. Experience in text analytics and other unstructured data is plus; and previous experience of applying data science in equity research and the financial industry is also a plus.
Responsibilities:
Evaluate and analyze structured and unstructured data sets and R&D data-driven solutions and insights
Collaborate with research and investment teams to identify data science use cases and integrate new data sources into fundamental research and investment theses densification
Iterate independently to formulate research problems, and develop, evaluate, and compare innovative modeling techniques
The salary range for this role is $150,000-$200,000. This is the lowest to highest salary we in good faith believe we would pay for this role at the time of this posting. We may ultimately pay more or less than the posted range, and the range may be modified in the future. This range is only applicable for jobs to be performed in New York City. An employee’s pay position within the salary range will be based on several factors including, but limited to, relevant education, qualifications, certifications, experience, skills, seniority, geographic location, performance, shift, travel requirements, sales or revenue-based metrics, any collective bargaining agreements, and business or organizational needs. This job is also eligible for a discretionary bonus. We offer a comprehensive package of benefits including paid time off, medical/dental/vision insurance, 401(k), life insurance and other benefits to eligible employees.",1001 to 5000 Employees,1939,Company - Public,Investment & Asset Management,Financial Services,$1 to $5 billion (USD),0,150.0,200.0,175.0,"Neuberger Berman
", NY,0,84,0,0,0,0,0,0
Data Scientist,$91K - $130K (Glassdoor est.),3.6,"Aspen Technology
3.6","Houston, TX","The driving force behind our success has always been the people of AspenTech. What drives us, is our aspiration, our desire and ambition to keep pushing the envelope, overcoming any hurdle, challenging the status quo to continually find a better way. You will experience these qualities of passion, pride and aspiration in many ways — from a rich set of career development programs to support of community service projects to social events that foster fun and relationship building across our global community.
The Role
As a member of the Data Science team, you will develop and investigate hypotheses, structure experiments, and build mathematical models to understand data patterns and relationships and prescribe actions and options. We are looking for a sharp, disciplined, and highly quantitative individual who has a passion for playing with data, in all its forms including data mining, mathematical modeling and expert systems. We are building a unique technology platform dedicated to the real-time discovery and manipulation of data; this is your chance to be a critical part of that data research team. More formally, AspenTech is looking for a Data Scientist to join our growing Asset Performance Management team, building the next generation predictive analytics solution for IoT and asset optimization.",1001 to 5000 Employees,1981,Company - Public,Computer Hardware Development,Information Technology,$500 million to $1 billion (USD),0,91.0,130.0,110.5,"Aspen Technology
", TX,0,42,0,0,0,0,0,0
Data Scientist,$80K - $130K,3.8,"Ascend Analytics, LLC
3.8","Boulder, CO","Data Scientist, Boulder, CO or Remote within U.S.

Your Impact at Ascend Analytics
As a Data Scientist, you will be responsible for advancing energy markets modeling to support the clean-tech power revolution. Your strong analytical skills and ability to develop innovative problem-solving solutions will support mission critical decision analytics for renewable and battery storage power providers around the globe. Responsibilities include prototyping new solutions and extending existing models. Required skills include knowledge of classical and deep learning ML approaches and ability to implement them in Python. Familiarity with electrical energy systems and markets is preferred.
Ascend Analytics is an innovative “climate tech” software and consulting company focused on energy analytics that are transforming the electric grid. Ascend's solutions provide the analytics to support critical power supply decisions from operating strategies, for short and long-term investment and resource planning decisions. For more information, visit www.ascendanalytics.com.",51 to 200 Employees,2003,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,0,80.0,130.0,105.0,"Ascend Analytics, LLC
", CO,0,20,1,0,0,0,0,0
Data Scientist,$26.20 - $51.39 Per Hour,3.9,"UCLA Health
3.9","Los Angeles, CA","Description
Come join our exceptional Department of Neurobiology, and help lead the advancement of cutting-edge basic science research into explorations of the brain and central nervous system. Our research team, the Theoretical and Computational Neuroscience Laboratory (www.dipoppalab.com), is a cooperative and vibrant environment where all members are offered excellent scientific training and career mentoring. We are looking for candidates with a keen interest in gaining research experience in Computational Neuroscience, pursuing research projects, and supporting those of other team members. The Data Scientist will develop code (primarily in Python using libraries such as numpy, scikit-learn, pytorch) to support research in computational neuroscience pursued in the laboratory as well as working on their own research project. This work will include submitting jobs to high-performance computing clusters, analyzing large-scale biological and simulated datasets using machine learning tools, and training artificial neural network models. UCLA Health is a world-renowned health system with four award-winning hospitals and dozens of primary care practices, specialty practices, urgent care centers and other ancillary locations throughout metro Los Angeles as well as the David Geffen School of Medicine, which is an internationally-respected center of advanced medical education and research. If you’re looking to experience greater challenge and fulfillment in your career, you can at UCLA Health. Salary range: $26.20-$51.39 Hourly",5001 to 10000 Employees,1919,Company - Public,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,1,26.2,51.39,38.795,"UCLA Health
", CA,0,104,1,0,0,1,0,0
Data Scientist I,$95K - $115K,3.1,"Burlington Stores
3.1","Edgewater Park, NJ","LOCATION 4287 Route 130 S Edgewater Park NJ US 08010
Overview
Come join our growing team here at Burlington Stores as a Data Scientist I! The Data Scientist I will support business areas including Merchandising, Allocations, Marketing, IT and Supply Chain Analytics teams with insights gained from analyzing Burlington and external data. Must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools building and implementing models, using/creating algorithms and creating/running simulations. Must have strong interpersonal and relationship building skills & strong written and verbal communication skills.
Duties & Responsibilities:
Work with stakeholders throughout the organization including Merchandising, Allocations, Marketing, IT and Supply Chain Analytics to identify opportunities for leveraging company data to drive business solutions",10000+ Employees,1972,Company - Public,"Department, Clothing & Shoe Stores",Retail & Wholesale,$5 to $10 billion (USD),0,95.0,115.0,105.0,"Burlington Stores
", NJ,0,51,0,0,0,0,0,0
Marketing Data Scientist,$153K - $169K,3.6,"Sephora
3.6","San Francisco, CA","Job ID: 230380
Location Name: FSC REMOTE SF/NY/DC -173(USA_0173)
Address: FSC, San Francisco, CA 94105, United States (US)
Job Type: Full Time
Position Type: Regular
Job Function: Marketing
Remote Eligible: Yes

Company Overview:
At Sephora we inspire our customers, empower our teams, and help them become the best versions of themselves. We create an environment where people are valued, and differences are celebrated. Every day, our teams across the world bring to life our purpose: to expand the way the world sees beauty by empowering the Extra Ordinary in each of us. We are united by a common goal - to .",10000+ Employees,1969,Company - Private,Beauty & Personal Accessories Stores,Retail & Wholesale,$1 to $5 billion (USD),0,153.0,169.0,161.0,"Sephora
", CA,0,54,0,0,0,0,0,0
"Senior Data Scientist, Machine Learning (NLP)",$140K - $189K (Glassdoor est.),3.4,"Discord
3.4","San Francisco, CA","Discord is looking for experienced and passionate Machine Learning Data Scientists to join our Data Science team! You'll use your expertise in machine learning to help Discord achieve our mission of providing people with belonging in online communities. If you’re passionate about data, growth, and working on an amazing team, read on and check out our blog about how our team informs strategy &amp; innovation at Discord here! What you'll be doing Apply state-of-the-art machine learning techniques to provide a deeper understanding of users, communities, and our product Build predictive models on massive data sets to support high impact company projects Brainstorm, communicate, and partner directly with product, engineering, and business teams to improve decision-making and drive impact Collaborate with data and engineering teams to design scalable primitives and inform our technical infrastructure What you should have 4+ years of industry experience in developing and productionizing applied machine learning for solving business problems Expertise and experiences in both supervised and unsupervised learning Expertise and experiences in neural networks or reinforcement learning Expertise and experiences in modern NLP, large language models or generative AI Masters, PhD, or equivalent experience in a quantitative area such as Computer Science, Applied Stats, Math, Astrophysics Proficiency with Python Knowledge of SQL Experience working with machine learning frameworks such as TensorFlow, PyTorch, Spark ML, scikit-learn, or related frameworks Curious, passion for learning, self-motivated, and excited about solving open-ended challenges. The ability to explain complex findings and technical approaches to a variety of audiences Desire to work with amazing, passionate all kinds of partners who care about solving challenging problems to improve Discord for its users Last but not least - a collaborative attitude and natural curiosity! Bonus Points Expertise and experiences in explainable and trustworthy ML/AI The US base salary range for this full-time position is $204,000 to $235,000 + equity + benefits. Our salary ranges are determined by role and level. Within the range, individual pay is determined by additional factors, including job-related skills, experience, and relevant education or training. Please note that the compensation details listed in US role postings reflect the base salary only, and do not include equity, or benefits. Benefits and Perks Comprehensive medical insurance including Health, Dental and Vision (plus up to $20,000 for gender affirmation procedures) Mental health resources and quarterly wellness stipends 16+ paid holidays, 4 weeks of PTO + use-what-you-need sick days Paid parental leave (plus fertility, adoption and other family planning benefits) Flexible long-term work options (remote and hybrid) Volunteer time off A diverse slate of Employee Resource Groups Plus commuter contributions and other perks for office-based employees About Us Discord is a voice, video and text app that helps friends and communities come together to hang out and explore their interests — from artists and activists, to study groups, sneakerheads, plant parents, and more. With 150 million monthly users across 19 million active communities, called servers, Discord has grown to become one of the most popular communications services in the world. Discord was built without selling ads or user data and instead, offers a premium subscription called Nitro that gives users special perks like higher quality streams and fun customizations. We’re working toward an inclusive world where no one feels like an outsider, where genuine human connection is a click, text chat, or voice call away. A place where everyone can find belonging. Challenging? Heck yes. Rewarding? Double heck yes. It’s a mission that gives us the chance to positively impact millions of people all over the world. So if this strikes a chord with you, come build belonging with us!",501 to 1000 Employees,2015,Company - Private,Internet & Web Services,Information Technology,$25 to $100 million (USD),0,140.0,189.0,164.5,"Discord
", CA,0,8,1,1,0,0,1,0
Staff Data Scientist - Deep Learning,$139K - $209K,4.3,"GE Healthcare
4.3","San Ramon, CA","Job Description Summary
The Staff Data Scientist will work in teams addressing statistical, machine learning and data understanding problems in a commercial technology and consultancy development environment. In this role, you will contribute to the development and deployment of modern machine learning, operational research, semantic analysis, and statistical methods for finding structure in large data sets.

GE Healthcare is a leading global medical technology and digital solutions innovator. Our Digital organization is structured around three major areas: Products & Platform, Go to Market and Centers of Excellence.

GE HealthCare is a leading global medical technology and digital solutions innovator. Our purpose is to create a world where healthcare has no limits. Unlock your ambition, turn ideas into world-changing realities, and join an organization where every voice makes a difference, and every difference builds a healthier world.",10000+ Employees,1892,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),0,139.0,209.0,174.0,"GE Healthcare
", CA,0,131,0,0,0,1,0,0
Data Scientist,$130K,5.0,"Ntropy Network
5.0","New York, NY","Over the last few decades, technological innovation has relied on democratizing some of its key ingredients: knowledge (open publishing platforms), algorithms (code repositories) and computing (cloud providers). However, the last key component, data, largely remains trapped behind barriers of regulation, privacy, schema standards and competitive risk. Enabling scalable access to data will unlock enormous value for both individual developers and companies. This has only been made possible in the last few years, through advances in manifold learning algorithms and privacy-preserving computing. See our blog for more details.

One of the most valuable kinds of data today is in the financial sector. Financial data plays a key role across many industry verticals. However, it has notoriously been locked behind regulatory barriers and a lack of format standards. Our end product is an API that makes financial transactions accessible to both humans and machine-learning models, in a scalable and privacy-preserving way.

We
- come from various fields - engineering, mathematics, physics and arts.",1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,0,130.0,-1.0,130.0,"Ntropy Network
", NY,0,-1,0,0,0,0,0,0
